#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-04-29T19:05:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6170c1272	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&HTTPPRM:&
#-c=VFTS 682
#-c.eq=J2000
#-c.r= 10
#-c.u=arcmin
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#
#INFO	-c=084.731358-69.074089,bm=10.000000/10.	
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV|deg|mas|deg|mas|mas|mas|mas/yr|mas/yr|mas/yr|mas/yr|km/s|km/s
#----------------------------|---------------|-------|---------------|-------|----------|-------|---------|------|---------|------|-------|-----
Gaia DR2 4657686801861340416|084.52750286858| 1.0075|-69.01690889274| 1.3091|   -1.0927| 1.2501|    0.227| 1.790|   -1.250| 3.028|       |
Gaia DR2 4657686737399041024|084.57516638503|31.2951|-69.03897701119|12.3313|          |       |         |      |         |      |       |
Gaia DR2 4657686801829880064|084.50187365789| 0.4606|-69.01139085771| 0.6091|   -1.3102| 0.5195|    3.206| 0.873|    1.963| 1.154|       |
Gaia DR2 4657686703059068032|084.55985939654| 0.5097|-69.04297125688| 0.6728|    0.1226| 0.5875|    2.714| 0.944|    0.048| 1.294|       |
Gaia DR2 4657686698780354560|084.52912330849| 0.9354|-69.03380199785| 0.8372|          |       |         |      |         |      |       |
Gaia DR2 4657686767499905792|084.50669710117| 0.8328|-69.02221498715| 1.0832|    0.3761| 0.9412|    2.812| 1.608|    0.268| 2.318|       |
Gaia DR2 4657686703059069568|084.56737828873| 1.1675|-69.03792123531| 1.4540|   -0.8228| 1.1706|    3.696| 2.115|   -1.003| 2.642|       |
Gaia DR2 4657686767499904256|084.50359381146| 0.7741|-69.02286616275| 0.9432|    0.4435| 0.8646|    1.321| 1.428|   -2.221| 1.944|       |
Gaia DR2 4657686698780355840|084.53281005409| 0.2957|-69.03614082607| 0.3594|    0.6092| 0.3499|    1.516| 0.556|   -0.708| 0.839|       |
Gaia DR2 4657686767499907712|084.51256798356| 0.4595|-69.02984166391| 0.6033|    0.8974| 0.5174|    1.600| 0.899|   -0.738| 1.186|       |
Gaia DR2 4657686767499907968|084.51367009474| 0.8826|-69.02718352035| 1.1147|    0.2797| 1.0569|    2.881| 1.708|    3.231| 2.225|       |
Gaia DR2 4657686698750731648|084.53367068292| 0.3817|-69.03500475131| 0.4969|    0.2523| 0.4606|    2.111| 0.736|   -0.239| 1.170|       |
Gaia DR2 4657686767499908992|084.51599580915| 0.8918|-69.03261489094| 1.1195|   -0.8769| 1.0020|    2.155| 1.777|    0.765| 2.204|       |
Gaia DR2 4657686801829907328|084.51664484040| 0.3094|-69.02105457452| 0.3905|   -0.6331| 0.3492|    1.293| 0.602|    1.061| 0.838|       |
Gaia DR2 4657686733110544000|084.57060172369| 0.1866|-69.03291906461| 0.2428|    0.1853| 0.2116|    2.074| 0.365|    0.470| 0.476|       |
Gaia DR2 4657686801859649024|084.52009228684| 0.6031|-69.02179224112| 0.7676|   -0.0064| 0.6892|    1.161| 1.163|   -0.297| 1.809|       |
Gaia DR2 4657686801807051520|084.52756689557| 0.2380|-69.02178173907| 0.3089|    0.9536| 0.2836|    3.035| 0.458|    5.012| 0.629|       |
Gaia DR2 4657686806117445888|084.50050869676| 0.1415|-69.01500317254| 0.1728|    0.0363| 0.1578|    1.731| 0.272|   -0.253| 0.339|       |
Gaia DR2 4657686767499907200|084.51157923690| 1.1943|-69.03168956857| 1.4903|    1.2937| 1.2946|    6.150| 2.291|    2.924| 3.083|       |
Gaia DR2 4657686767470141952|084.50384069310| 0.4417|-69.02621773532| 0.5495|   -0.4966| 0.5006|    2.103| 0.823|    1.915| 1.069|       |
Gaia DR2 4657686767470135040|084.49951687827| 0.3574|-69.02121283927| 0.4632|   -0.0145| 0.4136|    2.178| 0.675|   -0.029| 0.904|       |
Gaia DR2 4657686767499905664|084.50681677644| 3.5741|-69.02421459670| 7.2319|          |       |         |      |         |      |       |
Gaia DR2 4657686767499905536|084.50673720560| 0.9883|-69.02828531974| 1.2425|   -1.7604| 1.1766|    0.900| 1.795|    5.739| 2.532|       |
Gaia DR2 4657686767499905408|084.50688202553| 0.4651|-69.03213845066| 0.6228|   -0.6891| 0.5403|    0.774| 0.888|    2.524| 1.225|       |
Gaia DR2 4657686698750811136|084.57237360890| 0.3903|-69.04683712319| 0.4755|   -0.3014| 0.4444|    0.511| 0.720|   -1.773| 0.986|       |
Gaia DR2 4657686698780366592|084.56083111023| 0.7868|-69.03668132924| 0.9348|   -2.1875| 0.8401|    1.732| 1.566|   -0.932| 1.883|       |
Gaia DR2 4657686733140104576|084.56040427029| 0.7766|-69.03419441640| 0.5571|          |       |         |      |         |      |       |
Gaia DR2 4657686767499906304|084.50981824957| 1.0119|-69.02555003481| 1.1906|    1.7996| 1.1116|    4.044| 1.859|    1.866| 2.490|       |
Gaia DR2 4657686698780439040|084.53656287412| 0.7119|-69.02988692166| 0.9340|   -0.2604| 0.9035|    4.486| 1.273|    0.097| 1.911|       |
Gaia DR2 4657686801861339520|084.52534114015|10.5274|-69.01689999459| 4.7868|          |       |         |      |         |      |       |
Gaia DR2 4657686698780439296|084.53626913322| 1.1207|-69.03810017612| 1.3414|   -0.6517| 1.5348|   -0.926| 1.885|   -4.610| 3.281|       |
Gaia DR2 4657686737399542400|084.57317711876|14.4906|-69.03793057283| 5.7355|          |       |         |      |         |      |       |
Gaia DR2 4657686698780440192|084.53914050511| 5.5669|-69.03831638555| 3.7671|          |       |         |      |         |      |       |
Gaia DR2 4657686801861498624|084.50136204953| 0.9622|-69.01304505768| 1.2487|   -0.3085| 1.0850|    1.693| 1.868|    0.417| 2.674|       |
Gaia DR2 4657686801861497984|084.50117689018| 3.6860|-69.01217894451| 2.7661|          |       |         |      |         |      |       |
Gaia DR2 4657686698780361344|084.54641012845| 0.4537|-69.03544630124| 0.5848|    0.9227| 0.5144|    3.428| 0.875|    0.720| 1.209|       |
Gaia DR2 4657686698780361216|084.54628989463| 0.5520|-69.03441023167| 0.7844|   -0.3790| 0.6149|    0.392| 1.090|    0.455| 1.549|       |
Gaia DR2 4657686733140099968|084.54681221103| 0.6342|-69.03112038514| 0.8913|   -0.8823| 0.7654|    2.077| 1.162|    1.453| 1.871|       |
Gaia DR2 4657686698780644736|084.56259482588| 2.3990|-69.04447444592| 3.7141|          |       |         |      |         |      |       |
Gaia DR2 4657686801861499136|084.50163689059| 6.8570|-69.01064307716|34.0910|          |       |         |      |         |      |       |
Gaia DR2 4657686801861273472|084.50086562189| 0.6614|-69.01611139689| 0.8130|    0.1114| 0.7490|    5.449| 1.289|    6.317| 1.718|       |
Gaia DR2 4657686698780647168|084.56476331844| 1.6575|-69.04856726273| 2.8482|          |       |         |      |         |      |       |
Gaia DR2 4657686767499912064|084.52577450720| 1.2224|-69.02716883421| 1.8116|   -0.4780| 1.7399|    1.765| 2.231|    1.370| 4.062|       |
Gaia DR2 4657686733140101248|084.55088973991| 0.5941|-69.02410066787| 0.7333|   -0.2778| 0.6716|    0.073| 1.144|    2.788| 1.592|       |
Gaia DR2 4657686698780646656|084.56523765276|15.4223|-69.03674901834|20.6700|          |       |         |      |         |      |       |
Gaia DR2 4657686733140102272|084.55375856715| 0.8390|-69.02651238992| 1.0104|    0.7894| 0.9153|    1.607| 1.676|    8.364| 2.482|       |
Gaia DR2 4657686733110557440|084.57549078948| 0.3295|-69.03111323809| 0.4374|    0.4385| 0.3970|    2.312| 0.626|   -0.048| 0.857|       |
Gaia DR2 4657686806138814848|084.52921314119| 0.4476|-69.01795184676| 0.6258|    0.5515| 0.5431|    1.075| 0.882|    0.066| 1.263|       |
Gaia DR2 4657686703059060224|084.54325128389| 0.0348|-69.04183754389| 0.0404|    0.0394| 0.0402|    1.678| 0.066|    0.691| 0.084|       |
Gaia DR2 4657686801861253376|084.52254428735| 0.3153|-69.01379959643| 0.4128|   -0.0655| 0.3709|    1.097| 0.615|   -0.833| 0.862|       |
Gaia DR2 4657686733110478464|084.53767502029| 0.5978|-69.02441045499| 0.7923|    0.2625| 0.7052|    1.756| 1.114|   -0.884| 1.678|       |
Gaia DR2 4657686703039191680|084.53004693154| 1.9142|-69.03014278540| 1.2972|          |       |         |      |         |      |       |
Gaia DR2 4657686703039191808|084.53593472334| 4.1014|-69.02985377210|11.9311|          |       |         |      |         |      |       |
Gaia DR2 4657686801861496448|084.49993819240| 1.3084|-69.01361640202| 1.3367|    0.6025| 1.4794|    4.266| 2.117|    2.179| 3.459|       |
Gaia DR2 4657686698780438016|084.53368626344| 0.5957|-69.03196631504| 0.8775|   -0.1918| 0.7586|    1.744| 1.173|    0.808| 1.755|       |
Gaia DR2 4657686733140379648|084.55727706432| 3.1855|-69.02993741510| 2.7021|          |       |         |      |         |      |       |
Gaia DR2 4657686698780642432|084.55925463760| 1.4259|-69.03538189731| 1.8177|          |       |         |      |         |      |       |
Gaia DR2 4657686698780448384|084.55403377550| 0.6232|-69.04285586391| 0.8075|   -1.3842| 0.7221|    3.250| 1.182|    5.592| 1.646|       |
Gaia DR2 4657686806118514560|084.50053358073| 0.5791|-69.01887356823| 0.7211|    0.9555| 0.6335|    3.327| 1.171|    1.716| 1.495|       |
Gaia DR2 4657686698750788608|084.55998709470| 0.8803|-69.03847542734| 0.9796|    1.5175| 0.9132|    6.967| 1.659|    6.567| 2.029|       |
Gaia DR2 4657686698780447872|084.55356156971| 0.7319|-69.03791666452| 0.7628|   -0.0036| 0.7406|    0.596| 1.362|   -2.059| 1.572|       |
Gaia DR2 4657686801861276160|084.51351637616| 0.3583|-69.01651650538| 0.4826|   -1.1438| 0.4237|    3.236| 0.694|    2.055| 1.049|       |
Gaia DR2 4657686698750750848|084.54218395068| 0.2521|-69.04017247716| 0.3106|    0.1253| 0.2975|    2.657| 0.481|    1.284| 0.650|       |
Gaia DR2 4657686801861276416|084.51444773755| 0.3584|-69.01840458223| 0.4615|    0.3836| 0.4064|    1.883| 0.733|    0.814| 0.986|       |
Gaia DR2 4657686733140187904|084.55561477124| 0.9470|-69.02868211748| 1.1324|    2.2117| 1.1661|   -0.089| 1.715|   -0.614| 2.540|       |
Gaia DR2 4657686801805237504|084.50361615978| 0.2668|-69.01097860660| 0.3466|    0.5558| 0.3060|    2.460| 0.508|    0.133| 0.683|       |
Gaia DR2 4657686733084874880|084.55012402366| 0.4265|-69.03197747012| 0.6155|   -1.2794| 0.5028|    0.629| 0.820|   -0.504| 1.299|       |
Gaia DR2 4657686733140391168|084.57192105907| 2.4416|-69.02901812459| 1.8688|          |       |         |      |         |      |       |
Gaia DR2 4657686733140107264|084.56674193486| 0.5227|-69.02690695352| 0.6719|   -0.6933| 0.6298|    6.380| 0.987|  -16.671| 1.389|       |
Gaia DR2 4657686801861277312|084.52603855936| 0.8806|-69.01588298037| 1.2064|    5.3954| 1.1997|    5.008| 1.676|   -9.308| 2.302|       |
Gaia DR2 4657686767470189184|084.52520868827| 0.2630|-69.03631948071| 0.3192|    0.3675| 0.3015|    1.596| 0.488|   15.348| 0.684|       |
Gaia DR2 4657686733110553728|084.57391339360| 1.6954|-69.03677178704| 1.8041|          |       |         |      |         |      |       |
Gaia DR2 4657686801861277568|084.52791020986| 0.3254|-69.01878122916| 0.4466|   -0.0311| 0.4239|    2.696| 0.618|   -0.780| 0.946|       |
Gaia DR2 4657686733110534272|084.56431003044| 0.3209|-69.03257671242| 0.3981|   -0.5952| 0.3537|   -0.454| 0.634|   -0.107| 0.784|       |
Gaia DR2 4657686733084876416|084.55703932637| 0.3362|-69.02337321822| 0.4069|   -0.6073| 0.3741|    2.796| 0.663|    0.571| 0.851|       |
Gaia DR2 4657686733140188928|084.55897091371| 0.7146|-69.02561199522| 0.9389|   -0.1233| 0.8408|    2.384| 1.431|    5.270| 2.514|       |
Gaia DR2 4657686733141801600|084.53491479654| 0.4031|-69.01817354805| 0.5842|   -0.8415| 0.4892|    0.967| 0.762|    0.065| 1.130|       |
Gaia DR2 4657686703059745024|084.55030414180| 1.2092|-69.04535427552| 1.4190|   -0.6904| 1.1929|   -1.229| 2.301|    4.014| 2.748|       |
Gaia DR2 4657686771757718272|084.50513332133| 0.8174|-69.02328801486| 1.0322|    0.3144| 0.8241|    1.744| 1.437|   -0.654| 1.776|       |
Gaia DR2 4657686733141801856|084.53519446283| 0.3731|-69.01714107644| 0.5133|    0.5613| 0.4438|    3.216| 0.716|    4.120| 1.104|       |
Gaia DR2 4657686698780443392|084.54470074142| 0.9251|-69.04218038448| 1.2859|   -1.2627| 1.0393|    2.985| 1.841|    2.015| 2.635|       |
Gaia DR2 4657686698780307584|084.53177147854| 0.5090|-69.02965007966| 0.6555|   -0.1934| 0.6136|   -0.083| 0.937|   -0.809| 1.492|       |
Gaia DR2 4657686801861500928|084.50324459138|79.1626|-69.01861536187|23.9415|          |       |         |      |         |      |       |
Gaia DR2 4657686733140181376|084.54434409218| 0.5914|-69.02376251188| 0.8819|          |       |         |      |         |      |       |
Gaia DR2 4657686733110492928|084.54336789232| 0.2758|-69.02348241412| 0.3562|    0.6439| 0.3158|    1.637| 0.520|   -0.862| 0.735|       |
Gaia DR2 4657686806117457024|084.51600117115| 0.2122|-69.01310867574| 0.2764|   -0.5098| 0.2437|    1.213| 0.410|    0.029| 0.593|       |
Gaia DR2 4657686703038293376|084.56419237275| 0.1049|-69.04137240778| 0.1368|    0.0317| 0.1193|    1.742| 0.204|    0.514| 0.260|       |
Gaia DR2 4657686733141802368|084.53713768996| 0.2084|-69.01957126364| 0.2613|   -1.0006| 0.2395|    1.156| 0.388|    2.143| 0.491|       |
Gaia DR2 4657686698780309248|084.54783239147| 0.3033|-69.03712190034| 0.3627|   -0.4231| 0.3435|    1.105| 0.556|    0.455| 0.760|       |
Gaia DR2 4657686801861334912|084.51272646393|33.4000|-69.02074201701|13.1088|          |       |         |      |         |      |       |
Gaia DR2 4657686733140048512|084.55256657949| 0.4203|-69.02842994291| 0.5326|    0.0753| 0.4973|   -0.049| 0.783|    1.660| 1.102|       |
Gaia DR2 4657686801861333120|084.51001955058| 1.4428|-69.01864011352| 2.6045|          |       |         |      |         |      |       |
Gaia DR2 4657686733140048640|084.55539486555| 0.3266|-69.02323756382| 0.4158|   -0.3347| 0.3723|    1.097| 0.636|    0.140| 0.858|       |
Gaia DR2 4657686698780444672|084.54843345009| 4.2642|-69.04360342498| 4.2353|          |       |         |      |         |      |       |
Gaia DR2 4657686698780648704|084.56633844802| 5.0935|-69.04104696857| 6.3355|          |       |         |      |         |      |       |
Gaia DR2 4657686698780650112|084.56816041557| 0.8899|-69.04945554489| 1.1952|    1.1167| 1.2458|    1.806| 1.587|   -0.524| 2.612|       |
Gaia DR2 4657686806117451520|084.50290830810| 0.2667|-69.01850231602| 0.3194|    0.8978| 0.2933|    3.655| 0.509|    2.652| 0.625|       |
Gaia DR2 4657686771757712384|084.50067721946| 5.1711|-69.02123455862| 2.1435|          |       |         |      |         |      |       |
Gaia DR2 4657686801859801088|084.50452774372| 8.2027|-69.02153959176| 9.7027|          |       |         |      |         |      |       |
Gaia DR2 4657686737398011136|084.54824716200| 1.4230|-69.02261482306| 0.9962|    2.8382| 1.0658|   -1.231| 2.583|    2.261| 2.167|       |
Gaia DR2 4657686801861274112|084.50436906701| 0.2586|-69.01641089826| 0.3544|    0.0913| 0.3022|    1.601| 0.498|    0.587| 0.667|       |
Gaia DR2 4657686806138239232|084.50565914744| 0.3540|-69.00979368025| 0.4557|   -0.0691| 0.4097|    1.812| 0.658|    2.819| 0.888|       |
Gaia DR2 4657686801861274368|084.50510978038| 0.4421|-69.01299530716| 0.5766|    0.6591| 0.5157|    4.613| 0.840|    3.877| 1.116|       |
Gaia DR2 4657686801861511936|084.51333935040| 1.3730|-69.01276464421| 1.8983|    1.2284| 1.6088|    5.104| 2.404|   -4.646| 4.751|       |
Gaia DR2 4657686767499780992|084.50086987294| 0.6980|-69.02156707962| 0.8302|   -3.0616| 0.7881|    4.752| 1.292|   -0.074| 1.677|       |
Gaia DR2 4657686703039668864|084.52976647642| 4.5848|-69.03822381474|14.4104|          |       |         |      |         |      |       |
Gaia DR2 4657686801861273856|084.50280163196| 0.3177|-69.02088526283| 0.4307|    0.3713| 0.3732|    1.819| 0.606|   -1.108| 0.847|       |
Gaia DR2 4657686771757714944|084.50257784439| 3.0186|-69.02171344919| 1.1725|          |       |         |      |         |      |       |
Gaia DR2 4657686801861275520|084.50775158416| 0.3665|-69.01447708633| 0.4992|   -0.0344| 0.4324|    1.508| 0.702|    1.631| 0.994|       |
Gaia DR2 4657686767499781760|084.50323066516| 0.3365|-69.02134396646| 0.6615|          |       |         |      |         |      |       |
Gaia DR2 4657686801829901696|084.51362931039| 0.2443|-69.02021142310| 0.3104|   -0.2360| 0.2726|    0.921| 0.472|   -0.730| 0.613|       |
Gaia DR2 4657686771757714688|084.50225671551| 0.5329|-69.02149210484| 0.7953|    1.5775| 0.6753|    6.039| 0.994|   11.955| 1.400|       |
Gaia DR2 4657686801861275008|084.50595122188| 0.2874|-69.01764942239| 0.3640|   -0.0291| 0.3213|    2.646| 0.553|   -0.694| 0.711|       |
Gaia DR2 4657686767470164480|084.51328603773| 0.5347|-69.02579935014| 0.6726|          |       |         |      |         |      |       |
Gaia DR2 4657686767499781248|084.50194027668| 0.4333|-69.03088389770| 0.5084|   -0.6343| 0.4786|   -1.283| 0.813|   -1.665| 1.028|       |
Gaia DR2 4657686737397998592|084.53232737609| 0.2489|-69.02347633518| 0.3175|   -0.6242| 0.2921|    0.488| 0.477|    0.991| 0.634|       |
Gaia DR2 4657686737397998720|084.53555436340| 7.4202|-69.01961027230| 7.7689|          |       |         |      |         |      |       |
Gaia DR2 4657686801861512448|084.51365901250| 2.8687|-69.01384565583| 8.7108|          |       |         |      |         |      |       |
Gaia DR2 4657686698780457472|084.57065107105| 2.8355|-69.04766797672| 4.5999|          |       |         |      |         |      |       |
Gaia DR2 4657686733110497664|084.54617946684| 0.3756|-69.02752669538| 0.4928|    0.1936| 0.4517|    0.681| 0.716|   -0.842| 1.133|       |
Gaia DR2 4657686771757737600|084.52187990687| 0.2206|-69.03475978599| 0.2593|    0.2746| 0.2453|    1.776| 0.400|    0.728| 0.535|       |
Gaia DR2 4657686767499782912|084.51471073568| 0.3171|-69.02585281507| 0.3994|   -0.2712| 0.3655|    2.030| 0.583|    0.420| 0.784|       |
Gaia DR2 4657686698750760448|084.54630297010| 0.2891|-69.03990529994| 0.3790|   -0.2189| 0.3327|    1.072| 0.557|    0.671| 0.741|       |
Gaia DR2 4657686737418797056|084.55367447663| 0.0408|-69.02759430805| 0.0474|   -0.0656| 0.0457|    1.670| 0.075|    0.625| 0.091|       |
Gaia DR2 4657686703039435648|084.55329082976| 0.8300|-69.04569134052| 1.1042|    0.4501| 0.9276|    4.454| 1.623|   -0.750| 2.083|       |
Gaia DR2 4657686698750759936|084.54641134636| 0.6978|-69.03802643719| 0.7973|    1.1461| 0.7760|    8.062| 1.255|    0.569| 1.653|       |
Gaia DR2 4657686698780457984|084.57155995413| 1.0689|-69.04591541776| 1.3779|    0.5993| 1.3151|    1.985| 1.974|   -1.296| 2.707|       |
Gaia DR2 4657686703059742080|084.56398837342| 0.8796|-69.03672158522| 0.9727|    2.3096| 0.9657|    6.146| 1.712|    1.895| 2.066|       |
Gaia DR2 4657686733140097536|084.54003457171| 0.7289|-69.02839428451| 0.9017|   -0.4886| 0.8484|    0.706| 1.301|   -2.664| 1.854|       |
Gaia DR2 4657686737398008320|084.53748139632| 0.2568|-69.02860694850| 0.3169|    0.4688| 0.3089|    1.830| 0.470|    0.460| 0.675|       |
Gaia DR2 4657686737399175296|084.55479707771|24.0645|-69.02550118635| 6.0839|          |       |         |      |         |      |       |
Gaia DR2 4657686733140389760|084.56995722884| 2.7351|-69.03746437504| 3.4428|          |       |         |      |         |      |       |
Gaia DR2 4657686703039438336|084.54774341210| 2.0913|-69.03833060702| 2.9266|   -4.7011| 3.2408|    1.452| 4.348|    6.573| 4.911|       |
Gaia DR2 4657686733140198144|084.57266704904| 0.0811|-69.03868896088| 0.0918|   -0.1853| 0.0878|    1.211| 0.152|    0.414| 0.177|       |
Gaia DR2 4657686733140191360|084.56214504831| 0.5927|-69.02504886180| 0.9189|    0.6997| 0.7113|    3.074| 1.202|    0.001| 2.004|       |
Gaia DR2 4657686806138246272|084.51106046739| 0.3051|-69.01580026269| 0.4001|   -0.8057| 0.3607|    1.217| 0.595|    0.493| 0.788|       |
Gaia DR2 4657686733140191488|084.56233389585| 1.1497|-69.02446356808| 1.4571|    0.0902| 1.4794|    3.069| 1.843|   -3.561| 2.962|       |
Gaia DR2 4657686698780358272|084.53820121499| 0.4170|-69.03684442049| 0.5095|   -0.4608| 0.5033|    0.518| 0.742|    1.550| 1.098|       |
Gaia DR2 4657686771778509312|084.50558051045| 0.4399|-69.02313761066| 0.5836|    0.7066| 0.5118|    2.678| 0.807|    1.692| 1.093|       |
Gaia DR2 4657686771778509568|084.50689878470| 0.3606|-69.02351181282| 0.4631|   -0.5507| 0.4274|    1.264| 0.665|    0.893| 0.913|       |
Gaia DR2 4657686801859808768|084.50976779847| 3.1227|-69.02220764428| 3.0537|          |       |         |      |         |      |       |
Gaia DR2 4657686767470170368|084.51370993737| 1.1356|-69.02886163530| 1.2159|    0.8216| 1.2800|    2.552| 1.902|   -3.008| 2.516|       |
Gaia DR2 4657686771778525184|084.52126512722| 0.5433|-69.03755139202| 0.6401|   -0.3293| 0.5988|    2.440| 0.994|    3.621| 1.240|       |
Gaia DR2 4657686698780312320|084.56780954905| 0.4831|-69.03820169411| 0.5741|    0.5819| 0.5505|    1.822| 0.878|    0.553| 1.134|       |
Gaia DR2 4657686733140050048|084.56236942467| 0.2407|-69.02793913727| 0.2952|    0.1244| 0.2719|    2.059| 0.458|    0.704| 0.581|       |
Gaia DR2 4657686801829919616|084.52202211956| 0.1344|-69.02158729829| 0.1663|    0.1043| 0.1519|    1.700| 0.258|    0.235| 0.358|       |
Gaia DR2 4657686767500079232|084.51820509780| 2.3676|-69.03622177531| 2.1402|          |       |         |      |         |      |       |
Gaia DR2 4657686703039439104|084.54494084526| 1.4674|-69.03651122170| 1.8050|          |       |         |      |         |      |       |
Gaia DR2 4657686806138241792|084.50255077472| 0.0697|-69.01713413794| 0.0839|    0.0170| 0.0807|    1.485| 0.134|    0.782| 0.174|       |
Gaia DR2 4657686737398021504|084.55950445450|25.2021|-69.02812208059| 9.3724|          |       |         |      |         |      |       |
Gaia DR2 4657686703039438976|084.54575872363| 1.3742|-69.03709545178| 1.6236|    0.8483| 1.4535|    5.355| 2.627|    4.104| 3.654|       |
Gaia DR2 4657686806138241408|084.50460669007| 0.3825|-69.01445969365| 0.5096|    0.0071| 0.4459|    2.420| 0.724|    0.521| 1.006|       |
Gaia DR2 4657686733110505472|084.55005948096| 0.1146|-69.02928797459| 0.1399|   -0.0417| 0.1299|    1.471| 0.212|    0.624| 0.267|       |
