#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2018-05-01T11:24:37 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ae6c6f14a55	
#INFO	-out.form=mini	
#INFO	-out.max=9999	
#INFO	queryParameters=24	
#-oc.form=dec
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&pos:VFTS 682( 10 arcmin J2000)&HTTPPRM:&&-ref=VIZ5ae6c6f14a55&-oc.form=dec&-c.r=25&-c.geom=b&-order=I&-out.orig=standard&-out=designation&-out=ra&-out=ra_error&-out=dec&-out=dec_error&-out=parallax&-out=parallax_error&-out=pmra&-out=pmra_error&-out=pmdec&-out=pmdec_error&-out=radial_velocity&-out=radial_velocity_error&-file=-c&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=unlimited&-out.form=| -Separated-Values&-c.eq=J2000&-c.u=arcsec&
#-out.add=_1
#-c.r=0
#-c.geom=b
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=DR2Name
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=RV
#-out=e_RV
#-out.max=9999
#-c.eq=J2000
#-c.u=arcsec
#

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_1	(A24)	The original question (from your input file)	[ucd=meta.id]
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
_1|DR2Name|RA_ICRS|e_RA_ICRS|DE_ICRS|e_DE_ICRS|Plx|e_Plx|pmRA|e_pmRA|pmDE|e_pmDE|RV|e_RV
                        |Gaia DR2 4038917597991070592|270.73221996645| 0.1254|-35.82055595955| 0.1124|    0.1295| 0.1393|   -3.361| 0.214|   -5.448| 0.187|       |
                        |Gaia DR2 4038917602291538048|270.73216282117| 0.4539|-35.82089044922| 0.3697|    1.0507| 0.5592|   -2.418| 1.464|   -7.253| 1.509|       |
                        |Gaia DR2 4038917602291608832|270.72873316877| 0.4562|-35.81992270504| 0.4092|    0.5693| 0.5075|   -1.680| 0.927|   -8.884| 0.846|       |
                        |Gaia DR2 4038917597970289792|270.72941140513| 0.0503|-35.81926828288| 0.0444|    0.1240| 0.0603|   -3.662| 0.078|   -6.069| 0.069|       |
                        |Gaia DR2 4038917602398113664|270.72876235430| 0.2168|-35.82053783200| 0.1854|   -0.6067| 0.2336|    3.506| 0.357|    2.859| 0.307|       |
                        |Gaia DR2 4038917602291613824|270.73004575644| 0.1293|-35.81845379625| 0.1157|   -0.0663| 0.1430|   -1.106| 0.219|   -5.578| 0.192|       |
                        |Gaia DR2 4038917602291588608|270.73005026513| 0.4942|-35.81976194260| 0.4549|    3.7656| 0.6083|   -1.235| 1.074|   -4.111| 1.042|       |
                        |Gaia DR2 4038917602291572608|270.73083533855| 0.7959|-35.82007156568| 0.7520|    0.1306| 1.0234|    5.656| 1.648|   -4.618| 1.500|       |
                        |Gaia DR2 4038917602291582848|270.73140458742| 0.5789|-35.81856352257| 0.5383|    0.5507| 0.7203|   -4.039| 1.203|   -6.948| 1.218|       |
                        |Gaia DR2 4038917602398090624|270.73604295676| 0.1269|-35.82262194757| 0.1139|    0.2251| 0.1422|   -2.543| 0.220|   -8.898| 0.193|       |
                        |Gaia DR2 4038917602291446784|270.73618258850| 0.4813|-35.82233722618| 0.4460|   -0.6070| 0.6224|    2.839| 0.807|   -8.055| 0.685|       |
                        |Gaia DR2 4038917602398092672|270.73738925017| 0.3666|-35.82024053478| 0.3395|    1.1485| 0.4197|    0.199| 0.798|   -2.053| 0.745|       |
                        |Gaia DR2 4038917602291480960|270.73704882274|10.0591|-35.81983766005| 7.4287|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291465856|270.73738491868| 0.0484|-35.82050829209| 0.0433|    0.0613| 0.0537|   -7.098| 0.083|    1.851| 0.071|       |
                        |Gaia DR2 4038917602295257088|270.73769898872| 2.3594|-35.81969442520| 1.3350|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291475584|270.73667683458| 0.2480|-35.82061917472| 0.2251|   -0.0510| 0.2684|   -3.530| 0.484|   -7.658| 0.440|       |
                        |Gaia DR2 4038917597970278272|270.73401219611| 0.0829|-35.82057444673| 0.0742|    0.5242| 0.0918|   -4.335| 0.144|   -3.793| 0.125|       |
                        |Gaia DR2 4038917602291485696|270.73543897931| 0.3321|-35.82014135622| 0.2899|    0.6817| 0.4047|    0.257| 0.502|   -8.138| 0.450|       |
                        |Gaia DR2 4038917602291485568|270.73551451709| 0.5137|-35.81982558814| 0.4578|    3.6382| 0.5742|   -0.531| 0.986|   -2.126| 0.887|       |
                        |Gaia DR2 4038917602291485440|270.73522217215| 8.3437|-35.81960450954| 5.5161|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291485824|270.73611488002| 0.8349|-35.81974473569| 0.8098|   -0.8172| 1.0792|   -4.416| 1.688|   -3.057| 1.685|       |
                        |Gaia DR2 4038917602291485952|270.73631364501| 1.2951|-35.82009629060| 1.2155|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291464064|270.73894323603| 0.5459|-35.81923292677| 0.5310|    1.3427| 0.5038|    0.789| 1.186|   -3.383| 1.091|       |
                        |Gaia DR2 4038917602291459584|270.73869465808| 0.6664|-35.81970384208| 0.5888|   -0.7792| 0.7421|   -3.909| 1.252|   -1.884| 1.047|       |
                        |Gaia DR2 4038917602291482368|270.73859592488| 0.5295|-35.81843400519| 0.4588|   -0.3178| 0.7014|   -0.690| 1.213|   -4.882| 1.274|       |
                        |Gaia DR2 4038917602291472896|270.73836107182| 0.2832|-35.81930253501| 0.2563|    0.1540| 0.2975|   -2.146| 0.514|   -4.482| 0.454|       |
                        |Gaia DR2 4038917602398096640|270.74042956183| 0.3295|-35.81634444326| 0.2961|    0.0759| 0.3678|    2.805| 0.560|   -0.984| 0.493|       |
                        |Gaia DR2 4038917602291453824|270.74142864016| 0.5471|-35.81762231869| 0.5105|   -0.1132| 0.5181|   -0.410| 1.108|  -11.724| 0.999|       |
                        |Gaia DR2 4038917602291463552|270.74106472063| 0.5915|-35.81706575792| 0.5054|    0.1818| 0.6300|   -4.307| 1.110|   -7.704| 0.988|       |
                        |Gaia DR2 4038917602398639744|270.73972253228| 4.1223|-35.81754559609| 1.8203|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291498624|270.73812236485| 0.4895|-35.81794329727| 0.4661|    1.1850| 0.4972|   -3.516| 1.037|   -3.395| 0.943|       |
                        |Gaia DR2 4038917602291498496|270.73963757485| 0.2041|-35.81663269886| 0.1839|    0.0759| 0.2278|   -2.053| 0.352|   -5.559| 0.308|       |
                        |Gaia DR2 4038917602291549568|270.73804878182| 6.2679|-35.81570768363| 6.5452|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291548672|270.73302626966| 0.3209|-35.81953506441| 0.3046|    0.5013| 0.3295|   -4.502| 0.586|   -1.258| 0.516|       |
                        |Gaia DR2 4038917602398103040|270.73430008102| 0.1110|-35.81931083817| 0.0984|   -0.0493| 0.1232|   -6.789| 0.186|   -3.082| 0.162|       |
                        |Gaia DR2 4038917602291555328|270.73339574007| 0.3024|-35.81878804679| 0.2701|    0.0624| 0.3407|    0.810| 0.602|   -7.480| 0.549|       |
                        |Gaia DR2 4038917602398103680|270.73471138820| 1.1112|-35.81822677816| 1.0464|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291539072|270.73497224840| 5.9750|-35.81836208973| 5.9065|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291562112|270.73423431219| 0.1720|-35.81754247814| 0.1620|   -0.0760| 0.2031|   -3.441| 0.302|   -6.613| 0.266|       |
                        |Gaia DR2 4038917602291562240|270.73420821945| 0.5905|-35.81776088479| 0.5115|    0.3870| 0.4523|   -2.799| 1.135|   -4.728| 0.953|       |
                        |Gaia DR2 4038917602291553408|270.73487170613| 1.3527|-35.81759940618| 1.8034|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291582976|270.73192778118| 1.7989|-35.81851060758| 1.2943|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291612928|270.73225063202| 0.1982|-35.81663037752| 0.1789|   -0.3040| 0.2200|   -1.848| 0.344|   -7.322| 0.301|       |
                        |Gaia DR2 4038917602291586688|270.73411190669| 0.2029|-35.81633583155| 0.1818|    0.4217| 0.2268|   -0.381| 0.352|   -0.627| 0.311|       |
                        |Gaia DR2 4038917602291565952|270.73606997824| 0.5273|-35.81587324297| 0.4792|    1.1217| 0.6735|   -9.384| 0.848|   -0.612| 0.751|       |
                        |Gaia DR2 4038917602291551616|270.73677028575| 0.2662|-35.81619344441| 0.2391|   -0.5064| 0.2982|   -0.485| 0.476|   -2.675| 0.426|       |
                        |Gaia DR2 4038917602291565824|270.73570893878| 0.2851|-35.81610687042| 0.2457|    0.7420| 0.3064|   -4.911| 0.492|    3.643| 0.416|       |
                        |Gaia DR2 4038917602291566080|270.73628829645| 4.0973|-35.81573634868| 3.5326|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917602291566208|270.73652059773| 0.7918|-35.81555678220| 0.5843|    0.9952| 0.6750|   17.689| 1.204|  -25.536| 0.990|       |
                        |Gaia DR2 4038917602291579264|270.73575544569| 0.7708|-35.81541125690| 0.6124|    0.8733| 0.7140|   -4.036| 1.693|   -4.797| 1.388|       |
                        |Gaia DR2 4038917602291549696|270.73774891859| 0.3808|-35.81486800578| 0.3545|    0.1246| 0.3850|   -3.763| 0.762|   -6.243| 0.709|       |
                        |Gaia DR2 4038917602398105984|270.73784152052| 0.0549|-35.81533742351| 0.0490|    0.0388| 0.0610|   -2.443| 0.093|   -3.613| 0.080|       |
                        |Gaia DR2 4038917602291567616|270.73694302922| 0.1003|-35.81510920431| 0.0895|    0.1557| 0.1130|    0.400| 0.168|   -4.631| 0.147|       |
                        |Gaia DR2 4038917602291620224|270.73481912734| 0.5756|-35.81399568899| 0.4874|    0.4949| 0.6181|   -3.252| 0.951|   -4.027| 0.810|       |
                        |Gaia DR2 4038917602291593472|270.73741301051| 0.3011|-35.81316133401| 0.2692|   -0.0312| 0.3381|    0.525| 0.543|   -4.189| 0.491|       |
                        |Gaia DR2 4038917602291624576|270.73536339318| 1.5862|-35.81304831765| 1.2713|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917597970336512|270.73530883413| 0.0555|-35.81328394537| 0.0495|   -0.0496| 0.0620|   -3.872| 0.093|   -5.481| 0.081|       |
                        |Gaia DR2 4038917602291596544|270.73585761828| 0.8218|-35.81431510668| 0.8755|    1.3117| 1.0198|   -7.305| 1.371|   -7.304| 1.287|       |
                        |Gaia DR2 4038917636651346944|270.71314908451| 0.3135|-35.83332636597| 0.2873|    0.6841| 0.3694|   -1.041| 0.622|   -0.308| 0.574|       |
                        |Gaia DR2 4038917636757852288|270.71387386635| 4.5577|-35.83261412449| 4.5374|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651327360|270.71353887239| 0.2403|-35.83392031321| 0.2125|    0.2028| 0.2789|   -1.353| 0.407|    0.166| 0.354|       |
                        |Gaia DR2 4038917632329914240|270.71464792518| 0.2610|-35.83392212817| 0.2440|    0.6654| 0.2635|   -0.480| 0.471|    0.896| 0.405|       |
                        |Gaia DR2 4038917632329923328|270.71545912830| 0.0715|-35.83291337180| 0.0644|    1.2247| 0.0802|   -0.747| 0.122|   -7.851| 0.106|       |
                        |Gaia DR2 4038917636651348864|270.71376017548| 3.2211|-35.83212939208| 2.7579|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651381248|270.71238350152| 0.5037|-35.83160871695| 0.5161|    0.2169| 0.4986|    0.001| 1.157|   -3.031| 1.025|       |
                        |Gaia DR2 4038917636651348736|270.71358616658| 0.2553|-35.83233908842| 0.2244|    1.0843| 0.2824|   -2.379| 0.428|   -6.344| 0.373|       |
                        |Gaia DR2 4038917636651348992|270.71380966678| 0.3071|-35.83180171893| 0.2730|    0.6618| 0.3835|    0.650| 0.458|   -4.002| 0.415|       |
                        |Gaia DR2 4038917636651381376|270.71248402397| 0.9213|-35.83201939942| 1.1482|    0.8824| 1.4805|   -1.094| 1.687|   -2.769| 1.474|       |
                        |Gaia DR2 4038917636654272000|270.71446049952|11.4100|-35.82934970783| 7.2475|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917632329948672|270.71371881232| 0.0309|-35.82996549928| 0.0280|    0.1010| 0.0339|   -4.989| 0.054|   -7.306| 0.046|       |
                        |Gaia DR2 4038917636651319936|270.71785802021| 0.8164|-35.83069033120| 0.6864|    0.1258| 0.8969|   -4.624| 1.592|  -12.167| 1.327|       |
                        |Gaia DR2 4038917632329940608|270.71660612826| 0.1066|-35.83047440484| 0.0956|    0.2121| 0.1195|   -2.993| 0.181|   -0.680| 0.158|       |
                        |Gaia DR2 4038917636651357824|270.71618427103| 0.1736|-35.83004464247| 0.1563|    0.0959| 0.1862|   -0.686| 0.300|   -3.762| 0.267|       |
                        |Gaia DR2 4038917636651323904|270.71697960542| 0.2776|-35.83116543459| 0.2631|    0.1861| 0.3308|   -2.602| 0.506|   -2.368| 0.451|       |
                        |Gaia DR2 4038917636651323776|270.71653542360| 1.1896|-35.83080737829| 1.2859|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651330176|270.71900033311| 0.3059|-35.82907007953| 0.2810|   -0.4901| 0.3342|   -0.051| 0.639|   -3.744| 0.591|       |
                        |Gaia DR2 4038917636757852160|270.71765576431| 1.1431|-35.82915889343| 1.0433|    0.3610| 0.7783|   -1.780| 2.212|   -7.282| 1.896|       |
                        |Gaia DR2 4038917636651365888|270.71738803222| 0.0566|-35.82851859957| 0.0507|    0.0515| 0.0629|    0.489| 0.096|   -4.404| 0.083|       |
                        |Gaia DR2 4038917636651347584|270.71770521571| 4.2942|-35.82939134488| 4.3818|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651379968|270.71633598388| 0.2935|-35.82881948198| 0.2668|   -0.0058| 0.3325|   -6.529| 0.548|   -0.627| 0.495|       |
                        |Gaia DR2 4038917636651413120|270.71651412771| 0.7288|-35.82677958123| 0.6357|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651365504|270.71679224683| 4.4161|-35.82806522323| 4.2613|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636757854848|270.71724518361| 0.2861|-35.82810668560| 0.2638|    0.2982| 0.3118|   -1.798| 0.520|   -9.174| 0.465|       |
                        |Gaia DR2 4038917636757859328|270.71703699122| 0.4336|-35.82699939231| 0.3948|   -0.3226| 0.4383|    1.406| 0.872|    0.170| 0.788|       |
                        |Gaia DR2 4038917636757859456|270.71600791078| 0.1593|-35.82730548786| 0.1487|    0.1769| 0.1646|   -1.360| 0.290|   -0.442| 0.249|       |
                        |Gaia DR2 4038917636651365632|270.71658908876| 0.6113|-35.82794993533| 0.5505|    0.9533| 0.7021|    4.496| 0.863|   -2.045| 0.814|       |
                        |Gaia DR2 4038917636651403520|270.71628680348| 0.8187|-35.82754572810| 0.8136|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651419264|270.71196836301| 0.2278|-35.83037395051| 0.2041|   -0.1735| 0.2615|   -2.262| 0.390|   -5.263| 0.344|       |
                        |Gaia DR2 4038917636655373056|270.71168412125| 2.3511|-35.83091661908| 2.9735|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651425664|270.71207349765| 0.0682|-35.82995778924| 0.0611|    0.1250| 0.0756|   -1.465| 0.116|    0.128| 0.100|       |
                        |Gaia DR2 4038917636651438848|270.71261249886|11.8952|-35.82878577034|11.3238|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651425536|270.71207589907| 0.1070|-35.82954787397| 0.0959|    0.6442| 0.1200|    0.160| 0.183|   -4.942| 0.159|       |
                        |Gaia DR2 4038917636651438720|270.71292688731| 0.4222|-35.82860123422| 0.4138|   -0.7443| 0.6239|   -8.086| 0.874|    3.209| 0.853|       |
                        |Gaia DR2 4038917636757869952|270.70977455706| 0.4200|-35.82917817954| 0.3036|    0.6930| 0.3990|   -3.985| 0.657|   -1.967| 0.529|       |
                        |Gaia DR2 4038917636651494144|270.70989303462| 1.2226|-35.82808691238| 1.4099|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651484800|270.71133141931| 0.4722|-35.82730999244| 0.4544|   -0.5327| 0.4855|   -3.998| 1.030|   -9.078| 0.936|       |
                        |Gaia DR2 4038917632333971328|270.71151590575| 0.0666|-35.82660069938| 0.0599|    0.0291| 0.0747|   -4.356| 0.115|   -5.020| 0.100|       |
                        |Gaia DR2 4038917636651467392|270.71242911446| 0.5771|-35.82725030011| 0.4900|   -2.2992| 0.5096|   -4.186| 1.149|   -0.438| 0.975|       |
                        |Gaia DR2 4038917636651403136|270.71522540921| 0.7218|-35.82728699831| 0.5444|   -1.3691| 0.7438|  -19.025| 1.198|   16.545| 1.010|       |
                        |Gaia DR2 4038917636651403264|270.71538275603| 0.8629|-35.82716990972| 0.8320|    3.8542| 1.1910|   18.832| 1.660|  -25.070| 1.513|       |
                        |Gaia DR2 4038917636654281216|270.71351113841| 0.6483|-35.82570868361| 0.5607|    3.1152| 0.6909|  -15.648| 1.414|  -13.263| 1.290|       |
                        |Gaia DR2 4038917636757867904|270.71329705124| 0.0724|-35.82692027834| 0.0652|    0.3345| 0.0817|   -7.694| 0.124|   -2.624| 0.108|       |
                        |Gaia DR2 4038917636654281088|270.71371841480|20.8901|-35.82590139516|15.8319|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917632336255360|270.71256225122| 0.0958|-35.82514072371| 0.0864|    0.2545| 0.1070|   -4.577| 0.163|   -8.793| 0.142|       |
                        |Gaia DR2 4038917636651509376|270.71357601901| 0.9087|-35.82402280926| 0.7905|   -5.0797| 0.9297|   -5.977| 1.717|   -6.306| 1.497|       |
                        |Gaia DR2 4038917636651483648|270.71477370025| 0.3877|-35.82439984582| 0.3730|    0.8228| 0.4461|   -0.161| 0.701|   -0.228| 0.622|       |
                        |Gaia DR2 4038917636651509248|270.71369347350| 8.1152|-35.82390959889| 7.5654|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651350656|270.71912994713| 0.2723|-35.82793629143| 0.2628|   -0.0182| 0.3266|   -3.400| 0.505|   -6.189| 0.455|       |
                        |Gaia DR2 4038917636651350144|270.72073501641| 5.7399|-35.82658741125| 2.4312|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651346688|270.72182155209| 3.9392|-35.82571276736| 4.0207|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651372288|270.72077300595| 2.8710|-35.82501047700| 6.1999|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651346816|270.72162682227| 0.4769|-35.82604868854| 0.4406|   -0.0879| 0.5986|   -1.287| 1.098|   -5.050| 1.114|       |
                        |Gaia DR2 4038917636757862528|270.71759240981| 0.3023|-35.82533803533| 0.2760|    0.4418| 0.3336|   -1.710| 0.618|   -4.994| 0.572|       |
                        |Gaia DR2 4038917636651396608|270.71907896477| 0.8594|-35.82559467768| 0.8519|    2.1307| 1.0677|    1.770| 1.608|    0.122| 1.544|       |
                        |Gaia DR2 4038917636757856896|270.71833823157| 0.0538|-35.82684466531| 0.0490|    0.1737| 0.0596|    1.536| 0.095|   -3.355| 0.081|       |
                        |Gaia DR2 4038917636651410432|270.71998453194| 4.5106|-35.82403301274| 6.5508|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651396480|270.71947589256| 3.7115|-35.82542041005| 0.8616|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651370880|270.72206288656| 0.0884|-35.82436745959| 0.0790|    0.0569| 0.0992|    0.504| 0.149|   -0.697| 0.130|       |
                        |Gaia DR2 4038917636651372416|270.72128825544| 0.2407|-35.82496740223| 0.2175|   -0.1043| 0.2695|   -4.673| 0.418|   -6.662| 0.370|       |
                        |Gaia DR2 4038917636651345152|270.72423583747| 1.7546|-35.82391199567| 1.2007|          |       |         |      |         |      |       |
                        |Gaia DR2 4038917636651345280|270.72407003797| 0.3086|-35.82404523489| 0.2527|    0.7829| 0.3315|  -19.040| 0.522|    7.315| 0.462|       |
